연번,종목,명칭,소재지,관리자,상세페이지링크,분류,수량/면적,지정(등록)일,소재지(상세),시대,소유자(소유단체),관리자(관리단체),설명
582,전북특별자치도무형유산,민속목조각장,전북 전주시,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=59&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=22&ccbaAsno=00580000&ccbaCtcd=35&ccbaCpno=2223500580000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,무형유산 / 전통기술 / 공예,,2017.01.06,전북특별자치도 전주시,,,,"목조각은 목재를 소재로 나무가 가진 양감과 질감을 표현하는 조각이다. 목조각의 재료로는 결이 아름답고 견실한 오동나무, 소나무, 전나무, 은행나무, 느티나무, 회화나무 등이 많이 사용되어 왔다.

우리나라는 삼국시대때 불교가 전해지면서부터 사찰 건축과 불상 등 불교 의식과 관련된 조각들이 제작되기 시작한 것으로 보이지만 여러 차례의 전란으로 인해 대부분 소실되거나 분실되어 전하는 것은 많지 않다.

목조각의 제작과정을 살펴보면 먼저 잘 건조된 목재 위에 밑그림을 그린 뒤 목재의 필요 없는 부분을 쳐내는데 이것을 걷목이라고 한다. 점차 세부 조각을 한 뒤 완성한다.

민속목조각 보유자로 지정된 김종연은 1961년에 태어나 목아 박찬수(국가무형유산)에게 목조각 기능을 배우고 전주에 정착하여 지속적으로 활동하고 있음. 1991년 한국예술대제전에서 대상, 1997년 전국 춘향미술대전 종합대상, 2001년 전라북도 미술대전 종합대상을 수상했으며, 2005년 대한민국 기능전승자로 지정되었고, 2011년 대한민국 목공예명장 518호로 지정되었다."
583,전북특별자치도무형유산,수건춤,전북,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=59&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=22&ccbaAsno=00590000&ccbaCtcd=35&ccbaCpno=2223500590000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,무형유산 / 전통 공연·예술 / 춤,,2017.01.06,전북특별자치도,,,,
584,전북특별자치도무형유산,색지장,전북 전주시,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=59&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=22&ccbaAsno=00600000&ccbaCtcd=35&ccbaCpno=2223500600000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,무형유산 / 전통기술 / 공예,,2017.01.06,전북특별자치도 전주시,,,,"색지를 오려 가구 및 상장, 함 등을 만드는 한지공예로, 조형미와 색채미가 뛰어나다.

색지장(색지공예) 보유자로 지정된 김혜미자는 1987년 한지공예에 입문하여 현재까지 활동하고 있으며, 1987년 호진 상기호 선생에게 전지공예를 전수받고, 1990년 최영준 선생(충남 무형유산 보유자)에게 지승공예를 전수받았다. 1995년 전주한지공예대전에서 대상을 받고, 한지 공예 분야에서 다수의 전시와 활발한 전승활동을 진행하고 있습니다."
585,전북특별자치도무형유산,지승장,전북 전주시,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=59&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=22&ccbaAsno=00610000&ccbaCtcd=35&ccbaCpno=2223500610000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,무형유산 / 전통기술 / 공예,,2017.01.06,전북특별자치도 전주시,,,,"지승장은 종이를 비벼 꼬아서 만든 끈인 지승을 활용하여 그릇, 바구니, 함, 항아리 등 다양한 공예품을 만드는 장인을 말한다. 먼저 종이발이 얇고 고운 한지로 만든 책을 너비 1㎝ 정도로 잘라놓고 노를 낱낱이 꼰다. 이 꼰 끈으로 그릇을 만든 뒤 칠을 하게 되는데, 안팎으로 옻칠을 하거나 주칠(朱漆)을 한다.

종이는 만드는 사람의 의도에 따라 각종 용도에 맞는 다양한 형태의 기형(器形)을 이룰 수 있는 장점을 지녔기 때문에, 이러한 특징을 활용하여 전통적인 공예품은 물론, 바구니·합·소반·바리때·망태기·멜빵·미투리 등 현대적인 감각에 맞는 공예품으로 개발할 수 있다.

지승장 보유자 김선애는 1993년 지승공예에 입문하여 2004년 최영준(충남 무형유산 지승장)에게 전수 받았고, 지승 분야에서 활발하게 활동을 하고 있다. 한지미술을 전공하여 지승공예 기법에 대해 연구를 진행하였고, 2005년 전국한지공예대전 은상, 2013년 대한민국 불교미술대전 특선 등 다수의 수상과 활발한 전시 및 전수활동으로 지승공예의 저변을 넓히고 있습니다."
586,전북특별자치도무형유산,전주배첩장,전북 전주시,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=59&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=22&ccbaAsno=00620000&ccbaCtcd=35&ccbaCpno=2223500620000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,무형유산 / 전통기술 / 공예,,2018.03.02,전북특별자치도 전주시,,,,"배첩이란 글씨나 그림에 종이, 비단 등을 붙여 족자·액자·병풍 등을 만들어서 아름다움은 물론 실용성 및 보존성을 높여주는 전통적인 서화처리법을 가리키며, 일제강점기에 들어온 말로 오늘날에는 “표구(表具)”라고도 한다. 배첩장은 조선 전기에 회화를 담당하던 국가기관인 도화서 소속으로 궁중의 서화처리를 전담하던 사람을 말한다.

배첩은 통일신라와 고려를 거쳐 발전하였으며, 조선시대에는 배첩장이라는 전문가가 등장할 만큼 성황을 이루었다.

배첩의 제작기법과 형태는 액자·병풍·족자·장정 및 고서화 처리의 다섯 가지이다. 액자는 비단 재단 ―그림 초배(初褙) ―재배(再褙) ―건조·액자틀 준비 ―조립의 작업과정을 거친다. 병풍의 한 폭 처리도 액자와 같다. 족자의 작업과정은 재단·초배·겹배·건조·삼배·건조·축목(軸木)·반달부착으로 이루어진다. 장정(裝幀)은 표지나 속지가 손상된 고서의 처리를 말한다. 고서화(古書畵) 처리는 손상된 고서화를 되살려내는 작업이기에 높은 안목과 세밀한 기술을 필요로 한다.

전주배첩장 보유자인 변경환은 1964년 서재영 명인을 만나 입문했으며, 1979~1998년 한국금석문대계 자료 배첩 및 족자를 제작했고, 2000년 국립중앙극장 용비어천가 24폭 병풍 제작 등 다수의 작품의 배첩을 담당했으며, 2005년 대한명인으로 지정되었다."
587,전북특별자치도무형유산,전주기접놀이,전북 전주시,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=59&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=22&ccbaAsno=00630000&ccbaCtcd=35&ccbaCpno=2223500630000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,무형유산,,2018.03.02,전북특별자치도 전주시,,,,"전주기접놀이는 구 전주부 우전면 계룡리 비아･정동･용산･함대마을(현재의 전주시 삼천동 2가) 일원에 수백 년간 이어진 민속놀이로, 다른 이름은 계룡리합굿이다. 합굿의 구성 중에 용기놀이가 널리 알려져 지금은 전주기접놀이를 대표명칭으로 사용하고 있다.

일제 강점기에 단절된 다른 지역과 달리 해방 후까지 명맥을 이었다가 잠시 단절되었으나 1997년에 재현하여 현재까지 이어오고 있다.

한해 농사일이 마쳐 가는 7월 백중 즈음에 한 마을의 초대로 상･하촌이 한데 모여 힘과 기예를 겨루며, 농사일의 피로를 씻고 쌓인 허물과 다툼을 풀어내며 협동의 기반을 만들어 내는 전통민속문화이다.

전주 삼천동 비아·정동·용산·함대 4개 마을을 중심으로 전주기접놀이보존회가 창립되었고 2005년 한국민속예술축제 문화관광부 장관상, 2011년 전북민속예술축제 최우수상, 2016년 한국민속예술축제 대통령상 등을 수상하였다."
588,전북특별자치도무형유산,여산 호산춘,전북 익산시,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=59&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=22&ccbaAsno=00640000&ccbaCtcd=35&ccbaCpno=2223500640000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,무형유산 / 전통 생활관습 / 식생활,,2018.03.16,전북특별자치도 익산시,,,,"호산춘은 익산시 여산면의 주산인 천호산 주변에 거주하는 사람들에 의해서 빚어지는 술이었기에 호산춘이라고 지칭하게 되었으며, 시조시인 가람 이병기의 25대 조부인 이현려(1136~1216)가 고려시대 왕의 검식관인 지다방사를 지내면서 궁중에서 빚어지던 술이라하여 궁중주라고도 함. 호산춘은 <산림경제>, <임원경제지> 등 각종 고문헌에도 소개되어 있으며, 현재까지 옛 제조방식을 토대로 전승되고 있어 역사적 가치가 높음"
589,전북특별자치도무형유산,야장,전북 전주시,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=59&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=22&ccbaAsno=00650000&ccbaCtcd=35&ccbaCpno=2223500650000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,무형유산 / 전통기술 / 공예,,2019.06.07,전북특별자치도 전주시,,,,"야장은 대장장이를 말한다. 철과 같은 금속을 녹여 망치로 두들겨 모양을 만들고 다듬어 농기구, 무기류 등을 만드는 장인이다.

야장 보유자로 지정된 김한일은 1960년부터 대장간에서 일을 배우기 시작했다. 대장간은 과거 남부시장 등에 수십곳이 성행했으나 현재는 거의 사라졌으며, 몇몇 곳이 명맥을 잇고 있다.

주로 전통 칼이나 농사에 필요한 농기구, 생활용품 등을 제작하고 있으며, 주문제작도 하고 있다. 2008년 노동부 지정 전통기능전승자로 지정되었으며, 전라북도 공예품경진대회나 전승공예대전에서 입상하기도 하였다."
590,전북특별자치도무형유산,삼베짜기,전북 무주군,무＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=59&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=22&ccbaAsno=00670000&ccbaCtcd=35&ccbaCpno=2223500670000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,무형유산 / 전통기술 / 공예,,2022.08.19,전북특별자치도 무주군,,,무＊＊＊,"삼베짜기는 대마라는 섬유 원료에서 삼베라는 직물을 짜는 모든 과정을 말하는 것으로, 삼베는 땀을 빨리 흡수하고 건조가 빠르며, 통풍이 잘되고 열전도성이 커서 시원할 뿐만 아니라 마찰에 대한 내구성이 커서 세탁할 때 손상이 적은 장점 때문에 삼한시대부터 선조들이 손수 길쌈을 통해 입어온 옷감이다"
591,전북특별자치도무형유산,지호장,전북 전주시,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=60&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=22&ccbaAsno=00680000&ccbaCtcd=35&ccbaCpno=2222506110001&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,무형유산 / 전통기술 / 공예,,2024.10.11,,,,,
592,전북특별자치도무형유산,김제만경농요,전북 김제시,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=60&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=22&ccbaAsno=00690000&ccbaCtcd=35&ccbaCpno=2222506110002&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,무형유산 / 전통기술,,2024.10.11,전북특별자치도 김제시,,,,김제만경농요
593,전북특별자치도무형유산,전북향토민요,전북 전주시,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=60&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=22&ccbaAsno=00700000&ccbaCtcd=35&ccbaCpno=2222506110003&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,무형유산 / 전통 공연·예술 / 음악,,2025.03.14,,,,,
594,전북특별자치도기념물,조경단(肇慶壇),전북 전주시,전주시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=60&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=23&ccbaAsno=00030000&ccbaCtcd=35&ccbaCpno=2333500030000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 무덤 / 무덤 / 기타,"30,248㎡",1973.06.23,전북 전주시 덕진구 덕진동1가 산28번지,,국가유산청,전주시,"조경단은 전주 이씨의 시조 이한(李翰)의 묘역이다. 태조 이성계는 조선 왕조를 세운 뒤 건지산에 있는 이 묘역을 각별히 지키게 했으며, 그 후 역대 왕들도 이의 보호에 정성을 다하였다. 특히 고종 황제는 광무 3년(1899)에 이곳에 단을 쌓고 비를 세워, 관리를 배치하고 매년 한 차례씩 제사를 지내도록 했다. 비석에 새긴 ｢대한 조경단(大韓 肇慶壇)｣이란 글씨와 그 비문은 고종 황제가 직접 쓴 것이다. 조경단은 경기전, 조경묘와 함께, 전주가 조선왕조의 발원지임을 상징하는 곳이다."
595,전북특별자치도기념물,이병기선생생가(李秉岐先生生家),전북 익산시,이＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=60&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=23&ccbaAsno=00060000&ccbaCtcd=35&ccbaCpno=2333500060000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 인물사건 / 인물기념 / 탄생지,1동,1973.06.23,전북 익산시 여산면 가람1길 64-8 (원수리),,이＊＊＊,이＊＊＊,"국문학자이자 시조작가인 가람 이병기(1891∼1968)의 생가이다.

시조의 현대적 혁신과 부활을 위한 새 운동을 전개하며 고전 발굴 연구에 힘쓴 가람은 청소년 교육을 통하여 민족의 말과 글을 보존하는데 노력하였다. 주된 공적은 시조에서 이루어졌지만 서지학과 국문학 분야에도 많은 업적을 남겼다. 특히 신재효의 판소리 등을 발굴 소개한 공로는 크다. 주요 저서로 『가람시조집』, 『국문학개론』 등이 있다.

가옥은 조선 후기 양반집의 배치를 따르고 있는데 안채와 사랑채, 광채와 모정 등이 남아 있다. 모정 앞쪽에 작은 연못이 2곳 있다. 본디 초가지붕이며 건물 자체에는 특징이 없으나 안채와 사랑채에서 고풍스러움이 묻어나며, 모정과 연못을 배치하는 등 조촐한 느낌을 주고 있다. 선생은 이곳에서 태어나고 이곳에서 숨을 거두었다."
596,전북특별자치도기념물,지행당(趾行堂),전북 전주시,진주강씨 종친,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=60&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=23&ccbaAsno=00070000&ccbaCtcd=35&ccbaCpno=2333500070000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 인물사건 / 인물기념 / 사우,1동,1973.06.23,전북 전주시 덕진구 초당길 60-23 (호성동1가),,강동석 외 3인,진주강씨 종친,"이 집은 조선후기에 학문과 도덕 그리고 효행으로 이름 높았던 강서린(姜瑞麟)의 행적을 본받고 기리기 위해 세운 것이다. 조선 영조 8년(1723) 전라 감사 이수항의 건의에 따라, 나라에서 ｢지행당｣이란 이름을 내려주고 비용을 들여 건립하였다. 강서린의 아버지 강해우(姜海遇) 역시 학덕이 높고 효행이 지극하여, 전주시 효자동에 위치한 황강서원에 그의 위패를 모셨다. ｢지행(趾行)｣은 조상의 어진 발자취를 길이 길이 이어가도록 하라는 뜻이다. 비문은 높은 벼슬을 지낸 이기경(李基敬)이 지었고, 현판은 당대의 명필 이익회(李翊會)가 썼다."
597,전북특별자치도기념물,남원교룡산성(南原蛟龍山城),전북 남원시,남원시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=60&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=23&ccbaAsno=00090000&ccbaCtcd=35&ccbaCpno=2333500090000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 정치국방 / 성 / 성곽,일원,1973.06.23,전북 남원시 산곡동 16-1번지,,남원시,남원시,"남원 교룡산성은 해발 518m의 교룡산의 천연적인 지형지세를 이용하여 돌로 쌓은 산성으로, 둘레는 3120m이다.

현재 무지개 모양으로 입구가 표현된 동문과 성문을 보호하기 위하여 만든 작은 성인 옹성, 그리고 군데군데 성벽이 남아 있다. 온전하게 남은 동문터와 수문에 보이는 성벽의 구조는 우리나라 성곽 연구에 중요한 자료가 된다.

성안에는 우물 99개와 계곡이 있어서 산성 주변의 주민들이 유사시에 대피나 전투의 목적으로 사용하기 좋았을 것으로 짐작된다. 조선 전기에는 군대의 식량을 저정하는 창고가 있었다.

산성을 언제 쌓았는지는 기록이 없어서 정확하게 알 수 없으나, 성을 쌓은 입지나 형식으로 볼 때 백제 때 만든 것으로 보인다."
